Id_solicitud,mes_solictud,Default_60dias_12meses,tipo_casa,edad,fec_ing_empleo,antg_max_tc,meses_pasivo_12,ingreso,mto_lin_cred_sistemafinanciero,mto_deuda_prom_sistemafinanciero,Departamento,max_clas_riesg,nivel_educ
4138,201108,1,FAMILIAR,38,37408,15,12,3200,3656.93,721.35,La Paz,1,PROFESIONAL
4139,201108,1,OTRAS,27,38883,0,12,1474.32,10878.64,9629.37,La Paz,2,PROFESIONAL
4140,201108,1,FAMILIAR,22,38749,0,12,800,500,1015.62,La Paz,0,TECNICO
4141,201108,1,FAMILIAR,29,37803,0,12,1100,0,1115.15,Santa Cruz,0,TECNICO
4142,201108,1,FAMILIAR,23,38473,13,11,1736,3678.96,0,La Paz,0,PROFESIONAL
4143,201108,1,FAMILIAR,28,38718,0,12,1400,1824.45,27.14,La Paz,0,PROFESIONAL
4144,201108,1,FAMILIAR,28,38267,37,12,595.99,500,1778.55,La Paz,2,TECNICO
4145,201108,1,FAMILIAR,38,37491,19,12,1693.16,7151.75,1695.85,Santa Cruz,0,TECNICO
4146,201108,1,FAMILIAR,22,38626,0,12,900,0,989.91,La Paz,0,TECNICO
4147,201108,1,ALQUILADA,46,38899,6,11,10148,30346.21,57094.38,Santa Cruz,0,PROFESIONAL
4148,201108,1,FAMILIAR,32,36739,39,12,2640.88,5165.9,3694.85,Potosi,0,TECNICO
4149,201108,1,FAMILIAR,25,37926,15,12,2100,0,592.8,La Paz,0,TECNICO
4150,201108,0,FAMILIAR,51,36708,104,8,4725,59461.04,9100.94,Santa Cruz,0,TECNICO
4151,201108,0,PROPIA,32,38384,0,12,2546,9381.36,8838.78,La Paz,0,PROFESIONAL
4152,201108,0,PROPIA,52,38490,0,12,990.13,0,3800.62,La Paz,0,TECNICO
4153,201108,1,FAMILIAR,34,37530,19,11,2310,2082.62,467.92,Cochabamba,0,PROFESIONAL
4154,201108,1,FAMILIAR,30,37561,44,2,2000,9429.23,0,La Paz,0,PROFESIONAL
4155,201108,1,FAMILIAR,28,36526,59,12,1500,14408.08,0,La Paz,1,PROFESIONAL
4156,201108,1,FAMILIAR,49,39045,22,12,3904.07,2290,177.15,Santa Cruz,1,PROFESIONAL
4157,201108,1,PROPIA,55,28126,39,12,8651.11,11640,5731.67,Potosi,0,PROFESIONAL
4158,201108,1,FAMILIAR,33,37012,49,12,4655,8793.81,2945.95,Santa Cruz,2,PROFESIONAL
4159,201108,1,FAMILIAR,33,37438,30,2,1405.04,3073.35,1095.43,La Paz,0,PROFESIONAL
4160,201108,1,FAMILIAR,31,39533,0,12,2110.89,0,19640.03,La Paz,0,EDUCACION BASICA
4161,201108,1,PROPIA,28,37530,0,12,1050,1012.39,0,Santa Cruz,0,PROFESIONAL
4162,201108,0,PROPIA,36,36069,0,12,2120,0,3936.39,Cochabamba,0,TECNICO
4163,201108,1,FAMILIAR,27,39417,35,12,2641.18,2300,855.47,La Paz,3,PROFESIONAL
4164,201108,1,FAMILIAR,38,38657,86,12,2900,1395.83,468.4,La Paz,0,PROFESIONAL
4165,201108,0,FAMILIAR,33,39022,12,12,5500,41500,5233.41,La Paz,1,PROFESIONAL
4166,201108,0,FAMILIAR,38,35947,0,12,3800,338.39,409.41,Cochabamba,1,TECNICO
4167,201108,0,FAMILIAR,49,36373,68,12,10476.6,0,0,La Paz,0,PROFESIONAL
4168,201108,1,FAMILIAR,25,39673,0,9,1153.5,0,4394.8,Cochabamba,0,TECNICO
4169,201108,0,FAMILIAR,33,38777,0,12,6000,38110,0,La Paz,2,PROFESIONAL
4170,201108,1,PROPIA,39,36982,106,12,4191,27222.81,1451.33,La Paz,1,PROFESIONAL
4171,201108,1,PROPIA,24,39052,0,12,2200,1500,3273.54,Cochabamba,0,TECNICO
4172,201108,1,FAMILIAR,48,37622,0,11,2030,9.79,0,La Paz,1,PROFESIONAL
4173,201108,1,FAMILIAR,27,39234,8,12,3101.83,3000,2401.32,La Paz,0,PROFESIONAL
4174,201108,0,FAMILIAR,23,38078,47,12,710,500,484.3,La Paz,4,TECNICO
4175,201108,1,FAMILIAR,35,37408,54,0,6000,34462.27,4774.58,La Paz,0,PROFESIONAL
4176,201108,1,FAMILIAR,30,38108,89,9,12876,91172.22,57094.38,La Paz,0,PROFESIONAL
4177,201108,1,OTRAS,32,39326,0,12,1797.29,0,6126.29,Santa Cruz,0,TECNICO
4178,201108,0,FAMILIAR,56,36526,87,12,13500,71239.3,54443.2,La Paz,0,PROFESIONAL
4179,201108,1,FAMILIAR,29,38718,0,12,1300,0,2901.58,La Paz,0,TECNICO
4180,201108,1,FAMILIAR,31,37653,26,12,1200,1224.33,6964.15,La Paz,1,PROFESIONAL
4181,201108,1,FAMILIAR,33,38169,15,12,2500,1284.66,193.41,La Paz,2,TECNICO
4182,201108,0,PROPIA,35,39569,71,10,5200,6400,141.19,Santa Cruz,0,TECNICO
4183,201108,1,FAMILIAR,36,37651,44,12,974.94,500,0,Sucre,2,TECNICO
4184,201108,1,FAMILIAR,31,39218,17,12,5313.45,1000,14417.25,La Paz,0,TECNICO
4185,201108,0,FAMILIAR,45,31079,64,12,3802.35,2000,7100.99,Cochabamba,2,EDUCACION BASICA
4186,201108,1,PROPIA,41,37987,0,12,3000,592.24,3915.76,La Paz,4,PROFESIONAL
4187,201108,1,FAMILIAR,24,38808,0,12,1221.95,2482.79,4272.5,La Paz,0,TECNICO
4188,201108,1,FAMILIAR,29,39189,14,12,1931.09,7367.72,9497.18,La Paz,1,TECNICO
4189,201108,1,FAMILIAR,30,37773,28,12,1200,1438.95,65.55,La Paz,1,TECNICO
4190,201108,1,FAMILIAR,24,38261,0,12,1800,1512.27,7995.21,Santa Cruz,0,TECNICO
4191,201108,1,PROPIA,25,38047,16,0,9309.35,3859.9,451.61,La Paz,0,SUPERIOR
4192,201108,0,FAMILIAR,35,35065,100,12,10000,0,114.76,La Paz,0,PROFESIONAL
4193,201108,1,FAMILIAR,49,36861,0,12,2500,3029.65,5550.66,Santa Cruz,1,PROFESIONAL
4194,201108,0,PROPIA,52,34243,119,12,21800,107018.63,11630.2,La Paz,2,SUPERIOR
4195,201108,0,PROPIA,49,39265,0,12,1010.42,4487.62,1216.77,La Paz,0,TECNICO
4196,201108,1,FAMILIAR,47,37469,0,12,1116.64,0,944.68,La Paz,0,PROFESIONAL
4197,201108,1,FAMILIAR,34,37681,31,12,2200,2500,179.1,La Paz,1,PROFESIONAL
4198,201108,1,FAMILIAR,35,36951,22,12,800,0,0,La Paz,1,TECNICO
4199,201108,1,FAMILIAR,32,37742,18,12,1800,0,1341.6,Cochabamba,1,PROFESIONAL
4200,201108,0,FAMILIAR,45,36526,34,12,6600,383.05,395.11,Sucre,0,PROFESIONAL
4201,201108,1,FAMILIAR,21,38684,0,12,700,0,2974.37,Santa Cruz,0,TECNICO
4202,201108,0,FAMILIAR,40,38961,120,12,4000,25050,0,La Paz,0,PROFESIONAL
4203,201108,1,FAMILIAR,38,37377,80,0,6046,3109.76,1253.19,La Paz,2,SUPERIOR
4204,201108,1,PROPIA,26,37377,6,10,3150,0,0,Cochabamba,0,TECNICO
4205,201108,1,PROPIA,40,38971,0,12,924.32,0,4456.96,Santa Cruz,0,TECNICO
4206,201108,0,PROPIA,55,33970,57,12,9300,47750,605.71,La Paz,0,PROFESIONAL
4207,201108,1,PROPIA,37,37987,29,12,1000,0,0,Santa Cruz,0,PROFESIONAL
4208,201108,1,FAMILIAR,37,35065,19,12,2100,2000,2974.46,Tarija,1,TECNICO
4209,201108,1,PROPIA,49,38353,0,12,1041,3763.03,1641.62,Santa Cruz,1,TECNICO
4210,201108,1,FAMILIAR,32,38292,0,3,2170,0,30038.4,Tarija,0,SUPERIOR
4211,201108,0,FAMILIAR,26,37500,0,12,2900,1057.88,418.81,La Paz,4,PROFESIONAL
4212,201108,1,FAMILIAR,32,37956,0,0,3000,1108.6,0,Santa Cruz,1,TECNICO
4213,201108,1,FAMILIAR,44,39022,0,12,879.26,2261.04,1636.48,La Paz,0,TECNICO
4214,201108,1,FAMILIAR,36,37561,18,12,3800,6937.69,483.3,La Paz,1,TECNICO
4215,201108,1,PROPIA,36,38558,7,12,1228.92,10422.3,495.18,Santa Cruz,0,TECNICO
4216,201108,1,PROPIA,24,38353,27,0,19800,10919.1,9721.56,La Paz,1,PROFESIONAL
4217,201108,1,FAMILIAR,45,38047,11,6,6500,4663.23,15112.4,Santa Cruz,0,PROFESIONAL
4218,201108,1,PROPIA,45,38443,17,12,28000,92466.14,21609.83,La Paz,0,PROFESIONAL
4219,201108,0,FAMILIAR,65,29521,114,12,30000,76992.32,0,La Paz,0,PROFESIONAL
4220,201108,1,FAMILIAR,57,37895,22,12,1360,1082.76,358.29,La Paz,0,PROFESIONAL
4221,201108,0,FAMILIAR,35,38473,45,12,3864.53,38006,0,La Paz,0,SUPERIOR
4222,201109,1,FAMILIAR,43,36526,7,12,29422,40603.97,13571.59,La Paz,4,PROFESIONAL
4223,201109,1,PROPIA,32,38946,0,0,30000,3000,57094.38,La Paz,1,EDUCACION BASICA
4224,201109,0,FAMILIAR,33,34060,86,12,7195.55,29252.26,310.55,Santa Cruz,0,PROFESIONAL
4225,201109,1,PROPIA,33,36192,0,12,20300,0,0,La Paz,0,PROFESIONAL
4226,201109,1,PROPIA,44,33909,73,2,9000,0,0,Santa Cruz,0,SUPERIOR
4227,201109,1,FAMILIAR,25,38732,0,12,995.5,0,271.48,La Paz,2,TECNICO
4228,201109,1,FAMILIAR,30,37539,0,12,1018.82,3756.22,3575.68,Santa Cruz,1,TECNICO
4229,201109,0,FAMILIAR,39,35855,95,12,8076,7500,1877.93,Santa Cruz,0,PROFESIONAL
4230,201109,0,FAMILIAR,35,36892,41,12,8570,30800,528.53,La Paz,0,PROFESIONAL
4231,201109,0,FAMILIAR,33,37987,15,12,6800,719.17,25653.28,Cochabamba,0,PROFESIONAL
4232,201109,1,FAMILIAR,38,38169,8,5,6300,1357.74,261.96,La Paz,0,PROFESIONAL
4233,201109,1,FAMILIAR,27,39170,0,12,964,0,4102.65,Santa Cruz,0,TECNICO
4234,201109,1,FAMILIAR,47,37591,0,12,1400,13294.96,0,La Paz,0,TECNICO
4235,201109,1,FAMILIAR,31,38018,7,9,6800,2826.92,2899.43,La Paz,0,PROFESIONAL
4236,201109,1,FAMILIAR,48,38443,14,12,3270,3545.42,6028.29,Santa Cruz,0,TECNICO
4237,201109,1,PROPIA,58,26390,0,12,3100,632.49,947.35,La Paz,1,PROFESIONAL
4238,201109,1,PROPIA,39,36373,25,12,1965.29,14900,2626.45,La Paz,1,PROFESIONAL
4239,201109,1,FAMILIAR,42,38443,8,12,2110.36,500,9180.81,Santa Cruz,0,TECNICO
4240,201109,0,PROPIA,33,39032,30,3,1161,3555,469.99,Santa Cruz,1,PROFESIONAL
4241,201109,0,PROPIA,35,35796,0,10,1400,9366.44,7129.56,Santa Cruz,1,TECNICO
4242,201109,1,FAMILIAR,37,38534,3,12,2500,0,9159.44,La Paz,0,TECNICO
4243,201109,1,FAMILIAR,24,38953,0,12,1017.82,0,0,Santa Cruz,0,EDUCACION BASICA
4244,201109,0,ALQUILADA,43,36161,119,12,16000,35215.45,5345.14,La Paz,1,PROFESIONAL
4245,201109,1,FAMILIAR,28,38991,0,12,741.35,0,4595.62,La Paz,0,TECNICO
4246,201109,0,PROPIA,36,34335,29,12,11949.17,12355.04,1167.24,La Paz,0,PROFESIONAL
4247,201109,1,FAMILIAR,29,34912,82,12,2331,6866.66,1104.53,La Paz,2,PROFESIONAL
4248,201109,0,PROPIA,45,33117,62,12,15350,121543.4,15950.91,La Paz,0,PROFESIONAL
4249,201109,1,FAMILIAR,27,37104,22,12,3401.75,2937.41,0,Santa Cruz,1,PROFESIONAL
4250,201109,1,FAMILIAR,44,36923,88,12,3058.3,607.12,2665.9,Cochabamba,4,SUPERIOR
4251,201109,1,PROPIA,23,39133,0,12,1133.52,0,1395.68,La Paz,0,TECNICO
4252,201109,1,FAMILIAR,34,37408,10,12,700,469.74,0,La Paz,1,TECNICO
4253,201109,1,FAMILIAR,38,36008,115,12,16138,37500,16842.33,Santa Cruz,0,PROFESIONAL
4254,201109,1,PROPIA,40,39155,0,11,1424.42,0,2349.26,Sucre,0,TECNICO
4255,201109,1,FAMILIAR,35,36161,89,12,4200,30000,4648.18,Cochabamba,3,TECNICO
4256,201109,1,FAMILIAR,26,39692,7,12,800,4252.26,3557.48,La Paz,0,PROFESIONAL
4257,201109,1,OTRAS,26,37956,0,12,1200,0,1098.28,Santa Cruz,1,TECNICO
4258,201109,1,PROPIA,38,37622,81,12,8800,3125.8,3424.29,La Paz,2,PROFESIONAL
4259,201109,1,FAMILIAR,34,38353,0,12,12754,1514.63,0,Cochabamba,4,PROFESIONAL
4260,201109,1,FAMILIAR,48,31929,11,0,14350,47032.17,13212.57,La Paz,0,PROFESIONAL
4261,201109,0,PROPIA,31,39326,0,12,5250,1750,0,Santa Cruz,0,PROFESIONAL
4262,201109,1,FAMILIAR,30,38756,0,12,2249.35,4875,7011.02,La Paz,0,SUPERIOR
4263,201109,1,PROPIA,48,35309,80,12,18000,64186.88,13129.16,La Paz,0,PROFESIONAL
4264,201109,1,PROPIA,35,38718,0,12,2350,0,3940.75,Potosi,0,TECNICO
4265,201109,1,PROPIA,25,38412,0,12,623.78,0,2516.88,La Paz,0,TECNICO
4266,201109,1,PROPIA,21,38749,0,12,1128.34,2330,818.18,La Paz,0,TECNICO
4267,201109,0,FAMILIAR,28,36776,0,12,1062.02,5855.88,546.19,Santa Cruz,0,TECNICO
4268,201109,0,FAMILIAR,34,35278,30,12,13709,1280.14,28.13,La Paz,0,PROFESIONAL
4269,201109,1,PROPIA,48,36220,0,12,2038.83,0,1151.11,Santa Cruz,1,TECNICO
4270,201109,1,ALQUILADA,38,36678,0,3,2500,1033.13,5194.06,Santa Cruz,0,PROFESIONAL
4271,201109,1,FAMILIAR,30,39234,81,11,1729,0,2789.67,La Paz,4,TECNICO
4272,201109,0,FAMILIAR,31,39508,59,12,8778.25,12000,10531.09,Santa Cruz,0,TECNICO
4273,201109,1,PROPIA,28,37987,9,12,1047.29,1129.65,1937.06,Santa Cruz,0,TECNICO
4274,201109,1,FAMILIAR,30,35916,32,12,1700,4863.55,3778.92,Santa Cruz,2,SUPERIOR
4275,201109,0,FAMILIAR,49,30133,60,12,2250,590.91,1764.68,Santa Cruz,0,PROFESIONAL
4276,201109,0,FAMILIAR,36,37196,0,12,3200,7883.58,2961.02,La Paz,0,PROFESIONAL
4277,201109,1,PROPIA,61,35186,0,6,4200,10068.65,0,La Paz,0,PROFESIONAL
4278,201109,0,FAMILIAR,56,39114,12,12,30000,30750,0,La Paz,0,PROFESIONAL
4279,201109,1,FAMILIAR,52,34060,0,12,30000,34516.8,2120.54,La Paz,1,EDUCACION BASICA
4280,201109,1,FAMILIAR,33,38917,0,12,1103.43,0,4321.57,Cochabamba,0,EDUCACION BASICA
4281,201109,1,FAMILIAR,23,39340,8,12,839.11,2150,607.01,Santa Cruz,1,SUPERIOR
4282,201109,0,FAMILIAR,35,34790,0,12,9052.8,0,0,Santa Cruz,1,TECNICO
4283,201109,0,PROPIA,41,37926,83,12,14248,1422.56,0,La Paz,1,PROFESIONAL
4284,201109,1,FAMILIAR,34,36404,25,12,1700,892.54,0,Santa Cruz,0,TECNICO
4285,201109,0,FAMILIAR,23,39083,10,12,2100,1100,1049.98,Cochabamba,0,PROFESIONAL
4286,201109,1,PROPIA,29,39203,13,12,855.53,500,2240.2,La Paz,0,TECNICO
4287,201109,1,PROPIA,24,38047,20,12,1268.28,6033.3,41.52,La Paz,0,TECNICO
4288,201109,1,FAMILIAR,31,37773,0,12,1174.6,0,4130.67,Santa Cruz,0,TECNICO
4289,201109,0,ALQUILADA,69,36526,20,12,6600,3723.08,3080.69,Santa Cruz,0,PROFESIONAL
4290,201109,1,FAMILIAR,37,38322,75,12,3600,9000,35455.77,Sucre,1,PROFESIONAL
4291,201109,0,FAMILIAR,49,35916,61,0,5271,90291.7,2773.28,La Paz,1,PROFESIONAL
4292,201109,1,FAMILIAR,60,26177,0,9,752,915,1069.7,La Paz,0,TECNICO
4293,201109,1,FAMILIAR,46,38108,0,12,2497.67,2888.68,13679.97,La Paz,1,TECNICO
4294,201109,1,FAMILIAR,45,33573,61,12,6656,17454.96,6563.15,Sucre,3,PROFESIONAL
4295,201109,1,FAMILIAR,35,39084,0,12,2347.96,0,15471.33,Tarija,0,TECNICO
4296,201109,1,PROPIA,49,31594,93,12,17669,12721.42,3197.79,Santa Cruz,0,PROFESIONAL
4297,201109,0,ALQUILADA,41,37165,29,12,6000,5412.13,16.7,La Paz,1,PROFESIONAL
4298,201109,1,FAMILIAR,32,37469,5,12,3800,15335.65,10191.32,La Paz,2,PROFESIONAL
4299,201109,1,FAMILIAR,48,38443,0,12,2000,0,5206.37,Santa Cruz,4,PROFESIONAL
4300,201109,0,FAMILIAR,46,39661,95,0,22700,0,0,La Paz,0,PROFESIONAL
4301,201109,1,FAMILIAR,47,38930,6,9,1300,2337.82,2160.42,La Paz,0,PROFESIONAL
4302,201109,1,FAMILIAR,33,34881,0,12,1200,834.79,2697.69,Santa Cruz,1,PROFESIONAL
4303,201109,0,FAMILIAR,36,38018,0,12,2449,0,953.24,Santa Cruz,1,PROFESIONAL
4304,201109,0,FAMILIAR,28,38412,0,12,3207.9,3621.15,7639.2,La Paz,0,PROFESIONAL
4305,201109,1,FAMILIAR,40,38473,0,12,1100,0,1719.39,Santa Cruz,4,TECNICO
4306,201109,1,FAMILIAR,35,38412,37,12,2200,7681.52,6845.79,La Paz,0,TECNICO
4307,201109,1,FAMILIAR,51,38961,36,7,2550,6113.5,11052,Cochabamba,0,PROFESIONAL
4308,201109,1,FAMILIAR,53,34274,21,12,2015.03,6884.61,2618.23,Santa Cruz,0,TECNICO
4309,201109,0,FAMILIAR,42,35400,0,12,6000,27727.67,14935.56,La Paz,0,PROFESIONAL
4310,201109,1,FAMILIAR,29,37712,37,12,4500,2139.25,10386.82,La Paz,2,PROFESIONAL
4311,201109,1,FAMILIAR,37,38322,12,12,2200,1201.47,668,Cochabamba,0,PROFESIONAL
4312,201109,1,FAMILIAR,37,38930,50,12,4697,7400,240.13,La Paz,3,PROFESIONAL
4313,201109,1,FAMILIAR,31,37530,0,12,1360,0,2578.47,Santa Cruz,0,TECNICO
4314,201109,1,FAMILIAR,22,36526,18,12,2000,1999.72,2458.18,La Paz,0,PROFESIONAL
4315,201109,1,FAMILIAR,39,34425,0,12,1170,0,267,La Paz,0,PROFESIONAL
4316,201109,1,FAMILIAR,22,39605,0,12,1088.7,0,4228.9,Santa Cruz,0,TECNICO
4317,201109,1,FAMILIAR,22,38443,18,12,750,887.41,485.47,La Paz,1,PROFESIONAL
4318,201109,0,PROPIA,46,34121,115,12,12000,100633.5,7700.99,La Paz,1,PROFESIONAL
4319,201109,1,FAMILIAR,32,35339,0,12,1700,1724.48,0,La Paz,0,PROFESIONAL
4320,201109,0,FAMILIAR,33,37622,22,12,6620,7231.35,1466.23,La Paz,1,PROFESIONAL
4321,201109,0,FAMILIAR,39,37073,117,0,6205,36040.12,23024.78,La Paz,0,PROFESIONAL
4322,201109,0,FAMILIAR,40,37288,50,12,7200,451.54,1514.14,La Paz,2,PROFESIONAL
4323,201109,1,FAMILIAR,33,36526,0,0,3000,823.75,1473.9,Santa Cruz,0,TECNICO
4324,201109,0,PROPIA,43,37500,0,12,1800,6850,3929.64,La Paz,0,PROFESIONAL
4325,201109,0,FAMILIAR,35,39142,71,12,6282,23064,459.6,Potosi,2,PROFESIONAL
4326,201109,0,FAMILIAR,27,38018,40,12,3550,2680,0,Santa Cruz,0,PROFESIONAL
4327,201109,0,FAMILIAR,31,36526,12,12,2100,13440,1075.25,La Paz,0,PROFESIONAL
4328,201109,0,PROPIA,24,38376,0,12,1790.24,0,3260.1,Santa Cruz,0,TECNICO
4329,201109,1,FAMILIAR,47,36617,99,12,5381.76,22430.64,7325.1,La Paz,2,PROFESIONAL
4330,201109,0,FAMILIAR,44,36526,35,12,6600,1115.89,949.46,Santa Cruz,0,PROFESIONAL
4331,201109,0,FAMILIAR,41,36708,38,12,4000,4466.02,3495.14,La Paz,0,TECNICO
4332,201109,1,FAMILIAR,45,37773,19,10,3852,12797.77,7472.75,La Paz,0,PROFESIONAL
4333,201109,1,PROPIA,36,36251,105,12,3697,17523,57094.38,Santa Cruz,1,PROFESIONAL
4334,201109,1,FAMILIAR,26,38261,10,0,2503.6,7482.29,975.09,La Paz,0,PROFESIONAL
4335,201109,1,FAMILIAR,28,38292,0,12,950,0,3578.69,Santa Cruz,0,TECNICO
4336,201109,1,FAMILIAR,26,38114,3,12,618.33,3663,2882.49,Santa Cruz,0,TECNICO
4337,201109,1,PROPIA,25,38565,4,12,1193.15,4621.81,1981.63,La Paz,1,TECNICO
4338,201109,1,PROPIA,50,35247,26,9,5700,10330,2210.91,Santa Cruz,1,PROFESIONAL
4339,201109,1,FAMILIAR,30,39183,0,12,1400,3377.27,144.59,La Paz,1,PROFESIONAL
4340,201109,1,FAMILIAR,38,39045,0,12,1325.7,0,3827.73,Santa Cruz,1,TECNICO
4341,201109,1,FAMILIAR,23,38139,20,12,600,60.03,0,Santa Cruz,1,SUPERIOR
4342,201109,1,FAMILIAR,28,38749,0,12,3000,6825,9084.11,La Paz,1,PROFESIONAL
4343,201109,0,PROPIA,58,35612,104,12,21000,75888,0,La Paz,0,PROFESIONAL
4344,201109,1,FAMILIAR,33,38322,18,0,2100,7690.68,426.14,Santa Cruz,0,PROFESIONAL
4345,201109,0,FAMILIAR,46,34700,67,12,10700,6806.05,6645.87,La Paz,0,PROFESIONAL
4346,201109,0,FAMILIAR,34,35370,101,12,9031.8,41107.8,6363.64,La Paz,0,PROFESIONAL
4347,201109,1,FAMILIAR,36,32874,37,0,2100,0,0,La Paz,0,PROFESIONAL
4348,201109,1,FAMILIAR,40,37803,28,12,3258.44,3180,830.34,Santa Cruz,0,TECNICO
4349,201109,1,FAMILIAR,23,38932,8,12,1560.63,3100,1996.69,La Paz,0,TECNICO
4350,201109,1,PROPIA,52,38306,0,12,2697.4,0,5839.02,Santa Cruz,0,TECNICO
4351,201109,1,PROPIA,51,36100,33,0,1800,12073.9,0,Santa Cruz,1,PROFESIONAL
4352,201109,0,OTRAS,37,39001,87,12,5000,14235,3171.55,Cochabamba,0,PROFESIONAL
4353,201109,0,PROPIA,32,36982,42,12,6031,16745.39,468.57,La Paz,1,TECNICO
4354,201109,0,FAMILIAR,50,39173,44,12,11087,116986.08,0,La Paz,0,PROFESIONAL
4355,201109,1,FAMILIAR,38,36770,79,12,5500,0,0,La Paz,0,PROFESIONAL
4356,201109,1,FAMILIAR,37,33848,91,12,8500,1714.61,4136.7,Santa Cruz,1,PROFESIONAL
4357,201109,1,PROPIA,58,36617,34,6,12100,41502.4,518.18,La Paz,1,PROFESIONAL
4358,201109,1,PROPIA,40,38657,0,12,1150,0,4184.74,La Paz,0,TECNICO
4359,201109,0,FAMILIAR,25,38108,3,12,2500,0,2346.29,La Paz,0,PROFESIONAL
4360,201109,0,FAMILIAR,35,36008,29,12,4700,39163.95,0,La Paz,1,PROFESIONAL
4361,201109,1,PROPIA,25,39083,15,2,3500,5105,0,Santa Cruz,1,PROFESIONAL
4362,201109,1,OTRAS,25,38548,0,12,795.66,0,2188.78,La Paz,0,TECNICO
4363,201109,0,FAMILIAR,30,38718,0,12,7185.04,0,4577.83,Potosi,0,PROFESIONAL
4364,201109,0,FAMILIAR,32,38412,32,12,2200,8700,4034.91,Santa Cruz,0,PROFESIONAL
4365,201109,0,FAMILIAR,34,37257,99,12,6500,31940,46.35,La Paz,0,PROFESIONAL
4366,201109,1,FAMILIAR,39,38443,0,2,1500,4500.37,7006.12,Santa Cruz,0,TECNICO
4367,201109,1,PROPIA,33,37410,0,12,1279.21,4790,10902.85,La Paz,0,TECNICO
4368,201109,1,FAMILIAR,61,38565,0,12,3200,0,10766.94,La Paz,0,PROFESIONAL
4369,201109,0,FAMILIAR,31,38899,0,12,908.5,2145.14,4168.6,La Paz,0,TECNICO
4370,201109,0,PROPIA,48,37591,46,12,5953,21912.44,2527.25,La Paz,0,PROFESIONAL
4371,201109,1,PROPIA,44,37043,0,12,1500,1056.55,2571.02,La Paz,3,TECNICO
4372,201109,1,FAMILIAR,35,38945,105,11,5650,0,13295.29,Cochabamba,0,PROFESIONAL
4373,201109,1,FAMILIAR,22,39321,0,12,1065.54,315,3259.37,La Paz,0,TECNICO
4374,201109,1,PROPIA,57,27607,0,12,1340,0,313.53,La Paz,0,PROFESIONAL
4375,201109,1,PROPIA,33,38687,8,12,1500,4649.73,2161.96,Santa Cruz,0,PROFESIONAL
4376,201109,1,PROPIA,46,36526,0,12,5300,17613.71,0,La Paz,4,SUPERIOR
4377,201109,1,PROPIA,37,38047,4,12,8093,8700,27798.28,La Paz,0,PROFESIONAL
4378,201109,0,PROPIA,51,36526,88,12,10500,6670.34,2258.68,La Paz,0,PROFESIONAL
4379,201109,0,FAMILIAR,30,39083,10,12,1163.91,8871.27,32.05,La Paz,0,TECNICO
4380,201109,0,FAMILIAR,30,38596,7,12,2000,9065.38,5233.5,La Paz,0,PROFESIONAL
4381,201109,1,PROPIA,25,39083,0,12,1020.99,0,3126.09,Potosi,2,TECNICO
4382,201109,1,FAMILIAR,38,35096,0,3,3905,30689.94,249.43,La Paz,1,TECNICO
4383,201109,1,FAMILIAR,28,38078,15,12,11900,14685.54,3422.99,La Paz,1,TECNICO
4384,201109,1,FAMILIAR,26,38719,0,12,1280.88,2085,11998.02,La Paz,0,TECNICO
4385,201109,1,FAMILIAR,35,38139,18,0,30000,51738.4,13728.13,Santa Cruz,2,PROFESIONAL
4386,201109,1,FAMILIAR,25,38687,47,12,2700,3100,2602.61,La Paz,4,TECNICO
4387,201109,1,PROPIA,49,33878,106,0,6250,27935,400.92,La Paz,1,PROFESIONAL
4388,201109,1,FAMILIAR,31,38869,9,12,793,2213.25,2011.21,Santa Cruz,0,TECNICO
4389,201109,1,FAMILIAR,45,37316,0,12,30000,0,0,Santa Cruz,0,SUPERIOR
4390,201109,0,PROPIA,63,32905,88,0,6000,5173.61,2146.79,Santa Cruz,0,PROFESIONAL
4391,201109,1,FAMILIAR,28,39417,10,12,800,3506,2509.49,Santa Cruz,1,TECNICO
4392,201109,1,PROPIA,29,36892,38,12,1500,9951.38,0,La Paz,1,SUPERIOR
4393,201109,1,FAMILIAR,44,31017,0,12,3500,0,5791.21,Santa Cruz,0,PROFESIONAL
4394,201109,0,FAMILIAR,30,38718,28,11,5500,15885.49,3838.74,La Paz,1,PROFESIONAL
4395,201109,1,FAMILIAR,28,38108,11,12,1255.6,1690.21,1573.86,La Paz,2,PROFESIONAL
4396,201109,1,PROPIA,46,34700,0,4,9600,5860.24,24613.64,La Paz,1,TECNICO
4397,201109,1,FAMILIAR,37,36923,30,0,3070,3512.8,0,La Paz,1,TECNICO
4398,201109,1,FAMILIAR,23,37622,0,12,2300,0,0,La Paz,0,PROFESIONAL
4399,201109,1,PROPIA,38,38285,0,12,5000,0,0,La Paz,0,PROFESIONAL
4400,201109,1,FAMILIAR,43,37926,0,12,3100,0,121.39,Santa Cruz,4,PROFESIONAL
4401,201109,1,PROPIA,38,33482,63,0,20000,12172.72,0,Santa Cruz,1,PROFESIONAL
4402,201109,1,FAMILIAR,41,38139,20,1,9755,15632.13,5716.51,La Paz,2,PROFESIONAL
4403,201109,1,OTRAS,52,39147,0,12,3080.72,0,19968.53,La Paz,0,TECNICO
4404,201109,0,FAMILIAR,32,39398,14,12,2500,4942.55,7568.56,Santa Cruz,1,PROFESIONAL
